Job_id,Job title,Job posting date,Job posting url,Job location,Pay rate,Vendor company name,Job type,Work from availability,Work type(remote/on-site),Modified Date,Current date time (CST),Job Title
e86e7151eeb86c98fc237d67c1af1587,Data Analyst - Locals Only,2024-02-09T14:40:08Z,https://www.dice.com/job-detail/a3939fa3-be3e-4686-bfd2-878739fbf0a8,"Richmond, VA, USA",Depends on Experience,Swift Strategic Solutions Inc,"Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-09T14:40:08Z,2024-02-09T10:59:19Z,Data Analyst
3c4a4fed27dd95060c2eef364c1a4a16,Business Data Analyst,2024-02-09T13:44:49Z,https://www.dice.com/job-detail/2483419d-a323-4d81-b38f-3dacbde42d14,"Philadelphia, PA, USA",Depends on Experience,HAN IT Staffing Inc.,Contract,FALSE,Hybrid/Onsite,2024-02-09T16:54:07Z,2024-02-09T10:59:19Z,Data Analyst
170005c9cdde2dac2aba4e87dce5530a,Sr. Data Analyst,2024-02-09T15:14:25Z,https://www.dice.com/job-detail/3c49d3d6-9d41-46a8-8c4a-62d42546fcf7,,Depends on Experience,Emergere Technologies,Contract,FALSE,Remote,2024-02-09T15:14:25Z,2024-02-09T10:59:19Z,Data Analyst
cff7bb504716acbd89f1dce4a8e242a0,Data Analyst - 1st shift,2024-02-08T22:21:34Z,https://www.dice.com/job-detail/0a4993e9-0bb7-4fa1-87c0-ae2877480768,"Chicago, IL, USA",Depends on Experience,VIVA USA INC,Contract,FALSE,Hybrid/Onsite,2024-02-08T22:21:34Z,2024-02-09T10:59:19Z,Data Analyst
41afb997d170f3335894bb8dfa5b6812,"BI Data Analyst - Los Angeles, CA",2024-02-09T14:42:05Z,https://www.dice.com/job-detail/631e89d8-93bd-46a4-aff7-5f53932364b8,"Los Angeles, CA, USA",Depends on Experience,Chabez Tech LLC,"Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-09T14:42:05Z,2024-02-09T10:59:19Z,Data Analyst
250feb33c534aead36b007bdb4bf0a77,Data Analyst,2024-02-08T21:09:36Z,https://www.dice.com/job-detail/8fa591ac-8ce8-49a6-83d5-e444e8db7d10,"Richmond, VA, USA",,Prospect Infosystem Inc,"Full-time, Part-time, Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-09T15:18:40Z,2024-02-09T10:59:19Z,Data Analyst
ac6399054f3242f33b6963c7a6546e14,SAP Data Entry Analyst,2024-02-09T16:13:08Z,https://www.dice.com/job-detail/63f24d21-ddd2-4b1b-8a3d-e872eb3eb166,"Chicago, IL, USA",Depends on Experience,Planet Technology LLC,Contract,FALSE,Hybrid/Onsite,2024-02-09T16:13:08Z,2024-02-09T10:59:19Z,Data Analyst
ff7088f52cc5c514d3cade5984e6815d,Senior Data Visualization Analyst,2024-02-08T22:10:37Z,https://www.dice.com/job-detail/d98c1588-7008-468a-a835-fffeb625032f,"Irvine, CA, USA",USD60 - USD80,Randstad Digital,Contract,FALSE,Hybrid/Onsite,2024-02-09T16:10:06Z,2024-02-09T10:59:19Z,Data Analyst
a8b02b8d3e02b33794753bdda78ae7f9,Data Security Analyst,2024-02-09T01:04:05Z,https://www.dice.com/job-detail/93e5a9a5-695e-4b06-ae8a-d3b2531607cb,"Woodbridge Township, NJ, USA",USD 57.00 - 66.00 per hour,Robert Half,Contract,FALSE,Hybrid/Onsite,2024-02-09T01:04:05Z,2024-02-09T10:59:19Z,Data Analyst
354babb684e414119209c5a8fb039bdc,Data Analyst with Guidewire Experience,2024-02-08T20:56:20Z,https://www.dice.com/job-detail/54cd52b6-91b1-4726-9915-20a00c8b975c,"Boston, MA, USA",Depends on Experience,Trinity Technology Solutions LLC,Contract,FALSE,Hybrid/Onsite,2024-02-09T15:07:13Z,2024-02-09T10:59:19Z,Data Analyst
c98f08b70c847a16c88c4659833f3b7e,DATA ANALYST,2024-02-08T20:31:35Z,https://www.dice.com/job-detail/6fba6488-9117-47b8-9656-60d54b16c4d1,"New York, NY, USA",,INNOVIT USA INC,"Third Party, Contract",FALSE,Hybrid/Onsite,2024-02-09T11:01:37Z,2024-02-09T10:59:19Z,Data Analyst
e096d99263c3a4e06bc9c9694be8ddc9,Reporting / Data Analyst PMO,2024-02-07T22:47:50Z,https://www.dice.com/job-detail/72117c80-8325-4328-ad57-e8003415be91,"Montreal, QC, Canada",Depends on Experience,"Alltech Consulting Services, Inc.",Contract,FALSE,Hybrid/Onsite,2024-02-09T14:12:32Z,2024-02-09T10:59:19Z,Data Analyst
9d719312e47c0d61e5f042d6fd63b5c7,Data Analyst,2024-02-08T17:33:28Z,https://www.dice.com/job-detail/09283cf9-2639-4e39-9a34-588028182625,"Minneapolis, MN, USA",$52.00 - $54.24 hourly,Kforce Technology Staffing,Contract,FALSE,Hybrid/Onsite,2024-02-09T14:38:14Z,2024-02-09T10:59:19Z,Data Analyst
f400435a4837387b1ae52329a6ef9582,Data Analyst,2024-02-08T18:48:34Z,https://www.dice.com/job-detail/7967b590-57bb-4437-91d6-4d80a155b72c,"Richmond, VA, USA",$40 - $50,Comtech LLC,Contract,FALSE,Hybrid/Onsite,2024-02-08T18:48:34Z,2024-02-09T10:59:19Z,Data Analyst
0bc907698f5e9f41f5425ba2fbb42140,Data Analyst,2024-02-08T17:33:14Z,https://www.dice.com/job-detail/b684a3c9-4634-401e-8fd3-235d52db9ca0,"Minneapolis, MN, USA",,Dexian DISYS,Contract,FALSE,Hybrid/Onsite,2024-02-09T16:12:09Z,2024-02-09T10:59:19Z,Data Analyst
f0794df917484ed1622e32ba52e723fb,Data Analyst - local to Dallas mandatory,2024-02-08T20:27:37Z,https://www.dice.com/job-detail/c7b037e9-7c85-4d0d-8dac-c6c10d5a0e96,,Depends on Experience,Global Bridge InfoTech Inc.,"Contract, Third Party",FALSE,Remote,2024-02-08T20:27:37Z,2024-02-09T10:59:19Z,Data Analyst
18abd6c6050de8ef3f84fb84cecfbc5a,Data Analyst (Hybrid),2024-02-08T18:15:57Z,https://www.dice.com/job-detail/b9c8b20f-bc75-45c6-a210-e55d68bff37c,"Richmond, VA, USA",,GSK Solutions Inc.,"Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-09T12:16:06Z,2024-02-09T10:59:19Z,Data Analyst
3bb057857d496496d14d871b18e7601c,Data Analyst,2024-02-02T04:09:59Z,https://www.dice.com/job-detail/591220f7-48ab-4f71-a488-08f4f09d2df3,"Plano, TX, USA",$65.00 - $70.00 per hour,BCforward,Contract,FALSE,Hybrid/Onsite,2024-02-09T16:13:39Z,2024-02-09T10:59:19Z,Data Analyst
a785117b0b27b58d3f2ecdbe1523a53d,Data Analyst (Policy & Claims Insurance),2024-01-16T21:57:33Z,https://www.dice.com/job-detail/12918617-4e07-46c0-8ea3-ee07f818f9c5,"Dallas, TX, USA",Depends on Experience,Global Data Management Inc,"Third Party, Contract",FALSE,Hybrid/Onsite,2024-02-08T20:55:52Z,2024-02-09T10:59:19Z,Data Analyst
6f246ef2432d0df331b26221c61a806b,Data Analyst - NetSuite Implementation,2024-02-06T18:10:29Z,https://www.dice.com/job-detail/b58bd1f1-b443-4c66-99f4-13f8923a2f2c,,US60 - US70 per hour,GDH,"Full-time, Contract",FALSE,Hybrid/Onsite,2024-02-09T16:20:57Z,2024-02-09T10:59:19Z,Data Analyst
33e6c45ac620850c5f9938c72df3288d,Urgent Need - Data Analyst with Guidewire and P&C Insurance | Multiple Locations,2024-02-08T14:48:22Z,https://www.dice.com/job-detail/55142263-832c-4170-9a20-74fbbabb1bef,"Boston, MA, USA",$65 - $70,ApTask,Contract,FALSE,Hybrid/Onsite,2024-02-08T14:48:22Z,2024-02-09T10:59:19Z,Data Analyst
4f43a2083183ba68b418255fc24ac8cd,SAP Business Data Analyst / Tester (VISA INDEPENDENT LOCAL CANDIDATES ONLY),2024-02-08T15:30:39Z,https://www.dice.com/job-detail/ed45a97e-71c9-4566-8e58-265e7f7c5d74,"Atlanta, GA, USA",Depends on Experience,SumasEdge Corporation,Contract,FALSE,Hybrid/Onsite,2024-02-09T14:41:21Z,2024-02-09T10:59:19Z,Data Analyst
bcec3e8a039014215bd2156efb60671d,Data Analyst,2024-02-08T17:18:45Z,https://www.dice.com/job-detail/06d1745a-a32c-4660-addb-f4756acdfcaf,"Richmond, VA, USA",,OP Consulting Group LLC,"Third Party, Contract",FALSE,Hybrid/Onsite,2024-02-09T16:36:42Z,2024-02-09T10:59:19Z,Data Analyst
80479d5ab2850f91fd2508cf85bb5793,Senior Data Analyst - In Person Interview required so only locals,2024-02-08T14:31:23Z,https://www.dice.com/job-detail/7ed57f2a-d06a-4114-b046-d5ce3cc6a599,"White Plains, NY, USA",Depends on Experience,Aquinas Consulting,Contract,FALSE,Hybrid/Onsite,2024-02-08T14:56:54Z,2024-02-09T10:59:19Z,Data Analyst
cad9bbcd1afe1e874851e2738f3f10f4,SAP Data Migration Analyst,2024-02-01T13:01:08Z,https://www.dice.com/job-detail/f568757f-e5c8-4428-8a53-2d58bbd7a72a,"Universal City, CA, USA",,Smart Bot Systems,"Third Party, Contract",FALSE,Hybrid/Onsite,2024-02-08T18:00:35Z,2024-02-09T10:59:19Z,Data Analyst
53439c023db85f07e40bc3b15988b7eb,Data Analyst,2024-01-25T20:09:59Z,https://www.dice.com/job-detail/54debb1e-0af7-4f5f-bf21-21399e34ac9d,"Plano, TX, USA",$60.00 - $65.00 per hour,BCforward,Contract,FALSE,Hybrid/Onsite,2024-02-09T16:13:39Z,2024-02-09T10:59:19Z,Data Analyst
d2a59ad4d18432ace008656ca01ddb8e,Data Analyst with SAP datasets,2024-02-07T19:49:46Z,https://www.dice.com/job-detail/b15562ab-e5b5-40ff-90ae-bb1413328d2e,"Houston, TX, USA",Depends on Experience,"Libsys, Inc.",Contract,FALSE,Hybrid/Onsite,2024-02-07T19:49:46Z,2024-02-09T10:59:19Z,Data Analyst
f2d046e9d58e2232165880c66c1ce6aa,Lead-Data Analyst-Workday (Finance/Accounting),2024-02-08T15:16:19Z,https://www.dice.com/job-detail/5e3f6dde-b885-4666-99db-411f86dfed59,"Illinois, USA",,Cloudious LLC,"Full-time, Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-09T10:00:51Z,2024-02-09T10:59:19Z,Data Analyst
d03dfcd82b0e6962c77393c5fe785bb2,Sr Data Analyst,2024-02-07T18:58:50Z,https://www.dice.com/job-detail/6eaf6f64-68dd-43fa-ad45-73af264990fd,"Boston, MA, USA",$50 - $55,Viva Tech Solutions,Contract,FALSE,Hybrid/Onsite,2024-02-09T14:16:56Z,2024-02-09T10:59:19Z,Data Analyst
5c10bfe207f255da0b50c75a0a28d09c,Technical Data Management Analyst,2024-02-06T16:09:37Z,https://www.dice.com/job-detail/d168bc3b-7354-4c32-ab5b-b015c937fdb1,"Charlotte, NC, USA",USD57 - USD62,Randstad Digital,Contract,FALSE,Hybrid/Onsite,2024-02-09T16:07:32Z,2024-02-09T10:59:19Z,Data Analyst
0e561a5a1a4bea452617e30389b851b5,Data Analyst,2024-02-08T15:04:52Z,https://www.dice.com/job-detail/51fdcc60-acff-4f36-937e-cf462e5383e3,"Chicago, IL, USA",Depends on Experience,Federal Soft Systems Inc.,Contract,FALSE,Hybrid/Onsite,2024-02-08T15:04:52Z,2024-02-09T10:59:19Z,Data Analyst
b74c2356b0c52862cff8291510808e52,Data Analyst,2024-02-02T22:02:51Z,https://www.dice.com/job-detail/65a03445-80eb-48d7-a157-357f745bc93b,"Salt Lake City, UT, USA","$60,000 - $70,000",AaraTechnologies Inc,Contract,FALSE,Hybrid/Onsite,2024-02-02T22:02:51Z,2024-02-09T10:59:19Z,Data Analyst
38ca721f85a1ad0f6a98b54ad1306073,Banking Regulatory Reporting Data Analyst,2024-02-05T19:10:12Z,https://www.dice.com/job-detail/f764f6fd-7d4b-4528-9569-b30e3aeef4fb,"Charlotte, NC, USA",USD77 - USD82,Randstad Digital,Contract,FALSE,Hybrid/Onsite,2024-02-09T16:07:32Z,2024-02-09T10:59:19Z,Data Analyst
1b3982060af73ef7bbd7a49121990b3d,"Data Management Analyst - Dallas, TX, Chandler, AZ, Minneapolis, MN",2024-02-02T21:09:14Z,https://www.dice.com/job-detail/030481ad-00fc-47e2-b308-ad30bf2ee605,"Charlotte, NC, USA",Depends on Experience,"Activesoft, Inc.",Contract,FALSE,Hybrid/Onsite,2024-02-09T14:54:04Z,2024-02-09T10:59:19Z,Data Analyst
f001ad182226d2452419afea70ed5b77,Process Data Analyst,2024-02-02T23:32:48Z,https://www.dice.com/job-detail/92736a7c-34e7-4e1a-9790-245e5b07db07,"Cincinnati, OH, USA",$52 - $56 hourly,Kforce Technology Staffing,Contract,FALSE,Hybrid/Onsite,2024-02-09T14:37:07Z,2024-02-09T10:59:19Z,Data Analyst
81f65294d4c8f2304e6405a858a55107,"Data Analyst, Marketing Insights",2024-02-06T17:33:19Z,https://www.dice.com/job-detail/b5bc72e4-d57b-4c3c-8ad3-235451f3aa2f,"Tempe, AZ, USA",$55 - $63 hourly,Kforce Technology Staffing,Contract,FALSE,Hybrid/Onsite,2024-02-09T14:41:22Z,2024-02-09T10:59:19Z,Data Analyst
66be65b5c02775d280f11960841c6d4d,Senior Data Analyst,2024-02-01T21:40:05Z,https://www.dice.com/job-detail/abbbd889-7845-4cd3-9e65-0ee9a39fcb3a,"Akron, OH, USA",Depends on Experience,Oxford Global Resources,Contract,FALSE,Hybrid/Onsite,2024-02-01T21:40:05Z,2024-02-09T10:59:19Z,Data Analyst
be4327f7caa877cfc6905ef55b02f67d,Research/Data Analyst Senior (729002),2024-01-23T21:13:34Z,https://www.dice.com/job-detail/c3f6f05b-4ca4-4295-b0ee-23e42a520f68,"Atlanta, GA, USA",$50 - $60,With LLC,"Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-05T20:47:32Z,2024-02-09T10:59:19Z,Data Analyst
bed1b62b25b37c584e148c602f9f4fb4,Senior Business Data Analyst,2024-02-08T04:11:38Z,https://www.dice.com/job-detail/0cefd725-6096-4040-a5ed-cc020f5368e2,"Los Angeles, CA, USA",$60 - $63 per hour,Beacon Hill Staffing Group,Contract,FALSE,Hybrid/Onsite,2024-02-09T16:12:18Z,2024-02-09T10:59:19Z,Data Analyst
5b37cdb641ccbfa1dc002c7a977c27f7,Data Analyst,2024-02-01T10:04:11Z,https://www.dice.com/job-detail/256cd429-bc07-45c8-bb90-f1f56b0404a6,"Washington, DC, USA",USD 35.00 - 39.00 per hour,Eliassen Group,Contract,FALSE,Hybrid/Onsite,2024-02-09T10:03:25Z,2024-02-09T10:59:19Z,Data Analyst
17f5691038d36b429c6cd370c35d9cb2,Data Analyst,2024-02-02T22:17:24Z,https://www.dice.com/job-detail/c5016f4e-09fe-43b8-a6c8-148c9e44a3da,"Bloomington, IL, USA","$60,000 - $70,000",AaraTechnologies Inc,Contract,FALSE,Hybrid/Onsite,2024-02-02T22:17:24Z,2024-02-09T10:59:19Z,Data Analyst
2cdab892f5054fa162f453c43f42b8c8,Data Analyst (Hybrid) -Only W2,2024-02-07T15:11:14Z,https://www.dice.com/job-detail/df6ffcf4-beb5-4f9b-bed6-31318ca3a565,"New York, NY, USA",Depends on Experience,MSYS Inc.,Contract,FALSE,Hybrid/Onsite,2024-02-07T15:11:14Z,2024-02-09T10:59:19Z,Data Analyst
1543fce4fd24ebbf2503b9da30d0a03d,Data Analyst w/ Hadoop & Teradata,2024-02-06T00:10:18Z,https://www.dice.com/job-detail/0778e873-2bd0-464a-a75a-50d9da7d5e49,"Phoenix, AZ, USA",,Dexian Signature Consultants,Contract,FALSE,Hybrid/Onsite,2024-02-09T16:11:11Z,2024-02-09T10:59:19Z,Data Analyst
a7b4740bea5e46d4782695b3d4d0c0cf,Data Analyst,2024-02-02T22:15:26Z,https://www.dice.com/job-detail/8191c149-eee0-45bf-9d2d-742157dfc562,"Tallahassee, FL, USA","$60,000 - $70,000",AaraTechnologies Inc,Contract,FALSE,Hybrid/Onsite,2024-02-02T22:15:26Z,2024-02-09T10:59:19Z,Data Analyst
b18d875c0ab7a0de50d767ec5aece9d5,SAP DATA ANALYST,2024-02-07T15:44:29Z,https://www.dice.com/job-detail/4a7dfc74-3591-40f1-9721-50c38b1ede6d,"Houston, TX, USA",Depends on Experience,NexZen Tek Solutions Inc,Contract,FALSE,Hybrid/Onsite,2024-02-07T15:44:29Z,2024-02-09T10:59:19Z,Data Analyst
1e50174c0f552adaa12aba8e34a2a865,Data Analyst - 49467,2024-02-02T19:16:11Z,https://www.dice.com/job-detail/8d70c55b-1ee0-48ba-8e42-aeee82a1b5f2,"Houston, TX, USA",$53,PRIMUS Global Services Inc.,Contract,FALSE,Hybrid/Onsite,2024-02-09T09:02:57Z,2024-02-09T10:59:19Z,Data Analyst
83482e915e4d6f7df55307d30b1c5682,Data Analyst,2024-01-30T20:12:24Z,https://www.dice.com/job-detail/ce62b752-99b5-43da-9dce-d839a08731fc,"Chapel Hill, NC, USA",,Dexian DISYS,Contract,FALSE,Hybrid/Onsite,2024-02-09T16:11:46Z,2024-02-09T10:59:19Z,Data Analyst
d698e093430eed6e2b6b5031fb42f146,BI/Data Analyst,2024-02-05T19:47:24Z,https://www.dice.com/job-detail/8999d082-882b-4f05-afbf-62bbcc86d399,"Greater Landover, MD, USA",Depends on Experience,System Soft Technologies,Contract,FALSE,Hybrid/Onsite,2024-02-05T19:47:24Z,2024-02-09T10:59:19Z,Data Analyst
826741b7d293ddb59bc64fb8b48e4ded,Senior IT / Data Analyst,2024-02-07T17:52:20Z,https://www.dice.com/job-detail/8a726791-ec17-496e-a5f0-e76edb93e4d5,"Sacramento, CA, USA",Depends on Experience,"Capricorn Systems, Inc.",Contract,FALSE,Hybrid/Onsite,2024-02-07T17:52:20Z,2024-02-09T10:59:19Z,Data Analyst
431488425309fcc56833b12f40cd7340,IAM Data Analyst,2024-02-02T23:32:48Z,https://www.dice.com/job-detail/f1f5bc14-31d9-43d3-9039-7eb432144fb3,"Atlanta, GA, USA",$25 - $35 hourly,Kforce Technology Staffing,Contract,FALSE,Hybrid/Onsite,2024-02-09T14:37:07Z,2024-02-09T10:59:19Z,Data Analyst
6840f8d3777bc2a8be7b6a265e2db35e,Senior Healthcare Data Analyst,2024-02-02T20:32:51Z,https://www.dice.com/job-detail/6ae5d353-ad4a-4b52-a7cc-54e7e9c69da4,"Fairfield, CA, USA",$55 - $65 hourly,Kforce Technology Staffing,Contract,FALSE,Hybrid/Onsite,2024-02-09T14:41:04Z,2024-02-09T10:59:19Z,Data Analyst
8cd4b731a7d49f499b50674d227cd162,Hiring! Guidewire ClaimCenter Data Analyst - Hybrid,2024-02-06T14:45:35Z,https://www.dice.com/job-detail/9e9df6e8-5c81-4453-9d05-f23a596dfb9a,"Houston, TX, USA",,PropelSys Technologies LLC.,"Full-time, Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-09T05:01:22Z,2024-02-09T10:59:19Z,Data Analyst
4da11929241cbb841b8ffb9859a1c4d7,Data Analyst w/ Hadoop & Teradata,2024-02-06T00:10:18Z,https://www.dice.com/job-detail/934a5446-d1a7-4d4d-b83a-adfbe6b3a68d,"Minneapolis, MN, USA",,Dexian Signature Consultants,Contract,FALSE,Hybrid/Onsite,2024-02-09T16:11:11Z,2024-02-09T10:59:19Z,Data Analyst
a62391e9586bf2c13aa8c591e4a07a68,Data Analyst/Analytics - Contract - W2 Only (No C2C),2024-02-06T18:04:21Z,https://www.dice.com/job-detail/02625523-8eea-46de-b2d4-4ac2d9140121,"St. Louis, MO, USA",BASED ON EXPERIENCE,iTech Solutions,Contract,FALSE,Hybrid/Onsite,2024-02-08T23:04:29Z,2024-02-09T10:59:19Z,Data Analyst
9ff7569c187be11f1b172d678272d573,GIS Data Analyst/Trainer,2024-02-03T17:00:58Z,https://www.dice.com/job-detail/337e1249-5476-4f71-b16b-1d58d6f40e5d,"Austin, TX, USA",Depends on Experience,Neos Consulting,Contract,FALSE,Hybrid/Onsite,2024-02-09T15:16:31Z,2024-02-09T10:59:19Z,Data Analyst
736bab0b3665050afd868cd146a7e9b5,Data Analyst w/ Hadoop & Teradata,2024-02-06T00:10:18Z,https://www.dice.com/job-detail/4d0c10a6-8af3-4b5b-90a5-4cb20ee5c487,"Charlotte, NC, USA",,Dexian Signature Consultants,Contract,FALSE,Hybrid/Onsite,2024-02-09T16:11:15Z,2024-02-09T10:59:19Z,Data Analyst
20a5c1b461e9d23ed6562fe467c13d1d,Data Analyst,2024-02-02T20:25:27Z,https://www.dice.com/job-detail/70fb1151-cd92-46f2-be1b-bc15a00d5ed5,"Foster City, CA, USA",$49 - $59,"ATR International, Inc.",Contract,FALSE,Hybrid/Onsite,2024-02-02T20:25:27Z,2024-02-09T10:59:19Z,Data Analyst
9b2f88b8fe3b57cbb3c0dfbab156f2a8,Data Analyst IV,2024-02-06T19:08:07Z,https://www.dice.com/job-detail/4a56b078-fa5d-4c03-97bb-3b9dd8c2f3e5,"Stamford, CT, USA",USD60 - USD61,Randstad Digital,Contract,FALSE,Hybrid/Onsite,2024-02-09T16:07:52Z,2024-02-09T10:59:19Z,Data Analyst
7c8aa8d3be2eda94f06d284529067672,Data Analyst,2024-02-02T22:08:25Z,https://www.dice.com/job-detail/d34894e7-82f6-4fad-945a-b6b4a83d8d93,"Columbia, MD, USA","$60,000 - $70,000",AaraTechnologies Inc,Contract,FALSE,Hybrid/Onsite,2024-02-02T22:08:25Z,2024-02-09T10:59:19Z,Data Analyst
eae8495993b90a5d4c98202bbcdb5167,Data Analyst / Project Manager,2024-01-22T20:08:29Z,https://www.dice.com/job-detail/86acaf07-66bf-4568-9cf5-c36409e4265f,,,Tandym Tech,Contract,FALSE,Hybrid/Onsite,2024-02-09T16:11:32Z,2024-02-09T10:59:19Z,Data Analyst
c8bd1dd1973b9bbfd41b4f1945a774e2,Data Analyst,2024-02-07T21:08:14Z,https://www.dice.com/job-detail/0c02fc4d-dfcb-40f9-95d4-7600e735dd41,"Cincinnati, OH, USA",$40 - $45,"Computer Enterprises, Inc.","Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-07T21:08:14Z,2024-02-09T10:59:19Z,Data Analyst
4ff66eb354f99957595239809a7db4d8,IT - Data Management - Data Analyst IV,2024-02-07T16:01:43Z,https://www.dice.com/job-detail/7c3d90a5-3114-47e2-b623-9afc29d86af0,"Houston, TX, USA",BASED ON EXPERIENCE,INSPYR Solutions,Contract,FALSE,Hybrid/Onsite,2024-02-08T23:02:49Z,2024-02-09T10:59:19Z,Data Analyst
cb0262a4febbf12ce9d40cacab2e3238,Data Analyst,2024-02-02T22:04:54Z,https://www.dice.com/job-detail/21233975-ed82-4f6d-aa56-6a5846d4ccff,"New Haven, CT, USA","$60,000 - $70,000",AaraTechnologies Inc,Contract,FALSE,Hybrid/Onsite,2024-02-02T22:04:54Z,2024-02-09T10:59:19Z,Data Analyst
ce05c61180780084c44a1d8be6917237,Data Analyst,2024-02-02T22:13:31Z,https://www.dice.com/job-detail/08784818-5863-41d9-8849-b9323d88b88c,"Chapel Hill, NC, USA","$60,000 - $70,000",AaraTechnologies Inc,Contract,FALSE,Hybrid/Onsite,2024-02-02T22:13:31Z,2024-02-09T10:59:19Z,Data Analyst
11ba8f3a60ec55abbacc3ae6a170eba5,Data Analyst,2024-01-28T01:03:44Z,https://www.dice.com/job-detail/77dca910-780b-444d-8add-583644ca95ed,"Detroit, MI, USA",USD 35.63 - 41.25 per hour,Robert Half,Contract,FALSE,Hybrid/Onsite,2024-02-09T01:07:12Z,2024-02-09T10:59:19Z,Data Analyst
a1de0d2445ddbadab929070b4d03419f,Need Lead Data Analyst with Mongo DB/NoSQL Exp,2024-01-09T23:21:27Z,https://www.dice.com/job-detail/ff34d4f9-df47-4a38-ac8b-c5a9453d9c2e,"McLean, VA, USA",$60 - $70,"Svam International, Inc.","Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-07T23:37:16Z,2024-02-09T10:59:19Z,Data Analyst
